epoch,accuracy,loss,val_accuracy,val_loss
0,0.6167883276939392,0.6568032503128052,0.4585365951061249,0.7176470756530762
1,0.7141119241714478,0.5784035325050354,0.6048780679702759,0.6218064427375793
2,0.7773722410202026,0.523415207862854,0.8292682766914368,0.48919397592544556
3,0.787104606628418,0.46775737404823303,0.8390243649482727,0.4554039239883423
4,0.827250599861145,0.40821585059165955,0.8731707334518433,0.34463998675346375
